age,sex,weight,primary_vote_choice,ideo_self,ideo_rep,ideo_dem,therm_dem,therm_rep,pid_3,therm_inparty,therm_outparty,primary_vote_dum,cand_party,primary_vote_simple,year
49,2,0.209,Didn't Vote,5,6,2,100,40,Democrat,100,40,0,NA,Didn't Vote,2012
56,2,0.244,Didn't Vote,-2,3,6,85,30,Democrat,85,30,0,NA,Didn't Vote,2012
31,2,0.268,Didn't Vote,1,7,5,15,0,Independent,NA,NA,0,NA,Didn't Vote,2012
41,2,0.596,NA,2,7,2,100,0,Democrat,100,0,NA,NA,NA,2012
43,2,0.533,Didn't Vote,-2,7,2,90,0,Democrat,90,0,0,NA,Didn't Vote,2012
60,2,0.212,NA,-2,-9,-9,50,50,NA,NA,NA,1,NA,NA,2012
29,1,0.465,Didn't Vote,4,7,6,70,0,Democrat,70,0,0,NA,Didn't Vote,2012
48,1,0.371,Didn't Vote,-2,1,4,85,0,Democrat,85,0,0,NA,Didn't Vote,2012
55,2,0.503,Didn't Vote,-2,6,6,30,30,Democrat,30,30,0,NA,Didn't Vote,2012
23,1,0.763,Didn't Vote,-2,-8,-8,70,40,Democrat,70,40,0,NA,Didn't Vote,2012
22,1,2.395,Didn't Vote,6,6,2,30,70,Republican,70,30,0,NA,Didn't Vote,2012
72,2,1.636,Barack Obama,-2,-8,-8,85,30,Democrat,85,30,1,Democrat,Winner,2012
57,1,1.636,Didn't Vote,3,7,3,85,15,Independent,NA,NA,0,NA,Didn't Vote,2012
47,1,1.85,Didn't Vote,5,1,7,85,40,Other,NA,NA,0,NA,Didn't Vote,2012
29,2,3.414,Didn't Vote,-2,4,4,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
67,1,1.004,Didn't Vote,6,6,1,30,40,Independent,NA,NA,0,NA,Didn't Vote,2012
74,2,1.084,Didn't Vote,7,6,1,40,60,No Preference,NA,NA,0,NA,Didn't Vote,2012
56,1,1.581,Didn't Vote,4,7,2,70,40,Independent,NA,NA,0,NA,Didn't Vote,2012
56,1,1.621,Didn't Vote,4,1,4,100,0,Independent,NA,NA,0,NA,Didn't Vote,2012
22,1,0.9,Didn't Vote,5,6,1,50,85,Republican,85,50,0,NA,Didn't Vote,2012
68,1,2.462,Didn't Vote,7,5,1,0,85,Republican,85,0,0,NA,Didn't Vote,2012
87,1,3.969,Didn't Vote,6,6,3,0,85,Republican,85,0,0,NA,Didn't Vote,2012
54,2,0.841,Didn't Vote,2,7,2,50,-8,Independent,NA,NA,0,NA,Didn't Vote,2012
71,1,1.958,Didn't Vote,5,5,7,60,85,Republican,85,60,0,NA,Didn't Vote,2012
20,2,2.797,Didn't Vote,6,4,4,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
53,2,2.448,Mitt Romney,7,7,2,0,100,Republican,100,0,1,Republican,Winner,2012
62,1,4.333,Mitt Romney,6,6,2,15,85,Republican,85,15,1,Republican,Winner,2012
40,2,2.875,Newt Gingrich,6,4,3,30,60,No Preference,NA,NA,1,Republican,Voted in Other Party Primary,2012
55,1,0.717,Didn't Vote,4,1,4,85,50,Democrat,85,50,0,NA,Didn't Vote,2012
19,2,0.484,Didn't Vote,3,6,3,70,40,Democrat,70,40,0,NA,Didn't Vote,2012
45,2,2.208,Mitt Romney,6,5,2,30,70,Republican,70,30,1,Republican,Winner,2012
32,1,2.012,Didn't Vote,4,4,2,50,60,Republican,60,50,0,NA,Didn't Vote,2012
78,2,2.156,Didn't Vote,4,7,1,85,30,Independent,NA,NA,0,NA,Didn't Vote,2012
52,1,0.503,Didn't Vote,4,6,2,86,15,Democrat,86,15,0,NA,Didn't Vote,2012
83,1,1.244,Didn't Vote,3,6,2,70,30,Independent,NA,NA,0,NA,Didn't Vote,2012
79,2,3.006,Didn't Vote,7,7,1,30,100,Republican,100,30,0,NA,Didn't Vote,2012
31,2,1.122,Didn't Vote,4,4,3,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
54,1,0.563,Didn't Vote,4,-8,-8,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
50,1,1.658,Didn't Vote,4,6,2,75,50,Democrat,75,50,0,NA,Didn't Vote,2012
77,1,2.867,Didn't Vote,6,5,1,30,85,No Preference,NA,NA,0,NA,Didn't Vote,2012
45,1,3.482,Didn't Vote,5,6,2,15,70,Independent,NA,NA,0,NA,Didn't Vote,2012
22,2,2.371,Didn't Vote,-2,-8,-8,40,40,Independent,NA,NA,0,NA,Didn't Vote,2012
24,2,4.34,Didn't Vote,4,7,1,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
73,2,1.324,Didn't Vote,3,4,4,40,50,Independent,NA,NA,0,NA,Didn't Vote,2012
18,1,1.2,Didn't Vote,3,-8,-8,70,60,Independent,NA,NA,0,NA,Didn't Vote,2012
44,2,2.052,Mitt Romney,-2,-8,-8,50,50,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
NA,2,4.482,Didn't Vote,4,3,2,49,40,Republican,40,49,0,NA,Didn't Vote,2012
26,2,1.153,Didn't Vote,4,-8,-8,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
56,2,2.296,Mitt Romney,6,6,1,0,90,Republican,90,0,1,Republican,Winner,2012
46,2,2.649,Didn't Vote,6,6,1,15,85,Republican,85,15,0,NA,Didn't Vote,2012
81,1,4.531,Didn't Vote,-2,-8,3,100,40,Democrat,100,40,0,NA,Didn't Vote,2012
73,2,3.968,Didn't Vote,-2,4,4,-8,85,Independent,NA,NA,0,NA,Didn't Vote,2012
24,1,3.674,Barack Obama,-2,7,1,100,15,Democrat,100,15,1,Democrat,Winner,2012
68,1,2.875,Barack Obama,2,7,2,85,30,Democrat,85,30,1,Democrat,Winner,2012
65,1,2.093,Didn't Vote,5,6,1,40,60,Independent,NA,NA,0,NA,Didn't Vote,2012
76,2,1.619,Michelle Bachmann,6,6,1,30,70,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
65,1,1.017,Didn't Vote,3,7,2,60,30,Independent,NA,NA,0,NA,Didn't Vote,2012
39,1,0.656,Barack Obama,4,7,3,85,15,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
67,2,4.372,Barack Obama,4,6,2,60,60,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
63,1,0.183,Barack Obama,2,6,2,85,0,Democrat,85,0,1,Democrat,Winner,2012
43,1,0.628,Didn't Vote,3,7,2,70,15,Democrat,70,15,0,NA,Didn't Vote,2012
NA,1,0.216,Didn't Vote,6,4,3,85,60,Democrat,85,60,0,NA,Didn't Vote,2012
NA,2,0.151,Didn't Vote,-9,7,3,30,30,Independent,NA,NA,0,NA,Didn't Vote,2012
42,2,0.165,Barack Obama,2,7,2,85,0,Democrat,85,0,1,Democrat,Winner,2012
29,2,0.175,Didn't Vote,4,7,1,40,0,No Preference,NA,NA,0,NA,Didn't Vote,2012
46,2,0.143,Barack Obama,6,1,6,100,30,Democrat,100,30,1,Democrat,Winner,2012
45,1,0.158,Didn't Vote,1,7,2,60,0,Independent,NA,NA,0,NA,Didn't Vote,2012
63,2,0.167,Barack Obama,4,-8,-8,100,40,Democrat,100,40,1,Democrat,Winner,2012
42,1,0.193,Barack Obama,1,7,1,60,0,Democrat,60,0,1,Democrat,Winner,2012
25,2,0.187,Barack Obama,3,7,5,70,30,Democrat,70,30,1,Democrat,Winner,2012
34,2,0.261,Didn't Vote,1,7,3,70,0,Democrat,70,0,0,NA,Didn't Vote,2012
35,2,0.102,Didn't Vote,-8,-8,-8,50,0,Independent,NA,NA,0,NA,Didn't Vote,2012
42,2,0.18,Barack Obama,2,7,3,85,0,Democrat,85,0,1,Democrat,Winner,2012
64,1,0.183,Mitt Romney,4,4,1,50,100,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
38,1,0.438,Barack Obama,4,1,6,85,0,Democrat,85,0,1,Democrat,Winner,2012
31,1,0.294,Didn't Vote,3,6,4,85,50,Democrat,85,50,0,NA,Didn't Vote,2012
47,1,0.828,Didn't Vote,4,6,2,85,15,Democrat,85,15,0,NA,Didn't Vote,2012
NA,2,1.132,Didn't Vote,4,-8,2,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
21,1,0.623,Didn't Vote,3,7,2,50,15,Democrat,50,15,0,NA,Didn't Vote,2012
51,1,0.382,Didn't Vote,2,7,2,70,30,Independent,NA,NA,0,NA,Didn't Vote,2012
NA,1,0.728,Didn't Vote,4,-8,4,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
22,1,1.247,Didn't Vote,4,2,5,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
36,1,1.75,Didn't Vote,5,4,2,40,60,No Preference,NA,NA,0,NA,Didn't Vote,2012
57,1,0.494,Mitt Romney,6,5,2,15,85,Republican,85,15,1,Republican,Winner,2012
26,1,0.8,Didn't Vote,5,6,2,50,85,Independent,NA,NA,0,NA,Didn't Vote,2012
21,1,1.272,Didn't Vote,4,7,2,85,60,Independent,NA,NA,0,NA,Didn't Vote,2012
21,2,0.638,Didn't Vote,2,6,2,70,50,Democrat,70,50,0,NA,Didn't Vote,2012
22,2,0.8,Didn't Vote,3,6,2,60,30,Democrat,60,30,0,NA,Didn't Vote,2012
90,2,0.557,Didn't Vote,2,-8,-8,60,0,Independent,NA,NA,0,NA,Didn't Vote,2012
55,1,1.656,Didn't Vote,-2,5,1,0,15,Republican,15,0,0,NA,Didn't Vote,2012
58,2,0.429,Barack Obama,2,6,3,50,50,No Preference,NA,NA,1,Democrat,Voted in Other Party Primary,2012
22,1,0.701,Didn't Vote,4,6,2,70,30,Democrat,70,30,0,NA,Didn't Vote,2012
23,1,0.83,Didn't Vote,3,7,2,60,0,Independent,NA,NA,0,NA,Didn't Vote,2012
21,1,1.832,Didn't Vote,4,7,1,60,70,Democrat,60,70,0,NA,Didn't Vote,2012
82,1,0.81,Didn't Vote,2,2,4,60,40,Democrat,60,40,0,NA,Didn't Vote,2012
90,2,0.941,Didn't Vote,7,5,2,40,85,Republican,85,40,0,NA,Didn't Vote,2012
52,2,0.5,Didn't Vote,6,5,3,40,70,Republican,70,40,0,NA,Didn't Vote,2012
NA,2,3.807,Didn't Vote,3,6,4,80,20,Democrat,80,20,0,NA,Didn't Vote,2012
72,1,4.872,Didn't Vote,4,6,2,40,30,Democrat,40,30,0,NA,Didn't Vote,2012
60,2,4.99,Didn't Vote,6,6,3,30,70,Republican,70,30,0,NA,Didn't Vote,2012
58,2,2.897,Didn't Vote,2,7,3,85,30,Democrat,85,30,0,NA,Didn't Vote,2012
20,2,0.861,Didn't Vote,-2,5,3,50,70,Independent,NA,NA,0,NA,Didn't Vote,2012
46,1,1.219,Didn't Vote,5,5,1,30,20,Republican,20,30,0,NA,Didn't Vote,2012
27,2,1.245,Didn't Vote,-2,-8,-8,50,50,Republican,50,50,0,NA,Didn't Vote,2012
36,2,0.926,Didn't Vote,6,3,5,60,60,Independent,NA,NA,0,NA,Didn't Vote,2012
24,1,1.671,Didn't Vote,3,6,2,90,60,Democrat,90,60,0,NA,Didn't Vote,2012
52,1,0.512,NA,2,-8,-8,-2,-2,Republican,-2,-2,NA,NA,NA,2012
39,2,0.922,Didn't Vote,2,6,3,85,60,Democrat,85,60,0,NA,Didn't Vote,2012
28,1,4.985,Didn't Vote,4,6,1,60,80,Republican,80,60,0,NA,Didn't Vote,2012
35,1,0.529,Didn't Vote,4,6,2,70,40,Independent,NA,NA,0,NA,Didn't Vote,2012
60,1,0.396,Didn't Vote,-2,-8,-8,50,50,NA,NA,NA,0,NA,NA,2012
34,1,0.628,Didn't Vote,5,4,5,70,60,Independent,NA,NA,0,NA,Didn't Vote,2012
20,1,1.771,NA,-8,5,3,60,50,Democrat,60,50,1,NA,NA,2012
NA,1,0.718,Didn't Vote,2,7,3,60,40,Independent,NA,NA,0,NA,Didn't Vote,2012
25,1,0.226,Didn't Vote,-2,7,2,60,30,Independent,NA,NA,0,NA,Didn't Vote,2012
43,1,0.273,Didn't Vote,4,5,4,50,100,Republican,100,50,0,NA,Didn't Vote,2012
27,2,0.399,Didn't Vote,2,4,7,100,40,Democrat,100,40,0,NA,Didn't Vote,2012
29,1,0.218,Didn't Vote,3,7,3,70,15,Democrat,70,15,0,NA,Didn't Vote,2012
46,1,0.468,Didn't Vote,6,3,6,100,15,Democrat,100,15,0,NA,Didn't Vote,2012
23,2,1.523,Didn't Vote,5,7,1,65,90,Republican,90,65,0,NA,Didn't Vote,2012
53,2,0.073,Didn't Vote,4,1,7,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
21,2,3.26,Didn't Vote,4,6,2,70,60,Independent,NA,NA,0,NA,Didn't Vote,2012
25,2,0.182,Didn't Vote,-2,2,2,100,50,Democrat,100,50,0,NA,Didn't Vote,2012
35,2,0.07,NA,-2,5,5,85,85,NA,NA,NA,1,NA,NA,2012
38,2,0.123,Didn't Vote,4,-8,-8,85,15,Democrat,85,15,0,NA,Didn't Vote,2012
NA,1,0.235,Barack Obama,6,1,6,85,15,Democrat,85,15,1,Democrat,Winner,2012
76,2,0.737,Didn't Vote,5,4,4,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
61,2,0.053,NA,5,6,5,60,40,Independent,NA,NA,NA,NA,NA,2012
80,2,1.238,Didn't Vote,4,6,2,70,60,Democrat,70,60,0,NA,Didn't Vote,2012
54,2,0.052,Didn't Vote,2,7,1,70,30,Democrat,70,30,0,NA,Didn't Vote,2012
57,1,0.309,Barack Obama,4,4,5,85,40,Democrat,85,40,1,Democrat,Winner,2012
52,2,0.113,Didn't Vote,4,4,4,50,50,Democrat,50,50,0,NA,Didn't Vote,2012
50,1,0.349,Barack Obama,6,1,6,100,0,Democrat,100,0,1,Democrat,Winner,2012
65,2,0.09,Didn't Vote,4,4,6,40,30,Other,NA,NA,0,NA,Didn't Vote,2012
63,2,0.073,Didn't Vote,-2,7,1,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
30,1,0.35,Barack Obama,6,1,7,0,0,Democrat,0,0,1,Democrat,Winner,2012
68,2,0.057,Didn't Vote,-2,6,2,70,30,Democrat,70,30,0,NA,Didn't Vote,2012
66,2,0.059,Didn't Vote,6,4,6,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
42,2,0.044,Didn't Vote,6,4,7,100,60,Democrat,100,60,0,NA,Didn't Vote,2012
29,1,0.204,Barack Obama,4,3,7,100,30,Democrat,100,30,1,Democrat,Winner,2012
35,2,0.235,Barack Obama,2,7,3,50,50,Democrat,50,50,1,Democrat,Winner,2012
55,2,0.06,Didn't Vote,1,7,1,100,40,Independent,NA,NA,0,NA,Didn't Vote,2012
37,1,0.43,Didn't Vote,6,3,5,85,30,Democrat,85,30,0,NA,Didn't Vote,2012
58,2,0.106,Barack Obama,-2,2,6,100,50,Democrat,100,50,1,Democrat,Winner,2012
19,2,0.364,NA,-2,3,4,100,0,Democrat,100,0,NA,NA,NA,2012
NA,2,0.223,Didn't Vote,3,2,6,100,40,Democrat,100,40,0,NA,Didn't Vote,2012
55,2,0.12,Didn't Vote,1,7,1,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
20,2,0.201,Didn't Vote,7,1,7,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
63,1,0.134,Didn't Vote,3,3,5,85,15,Independent,NA,NA,0,NA,Didn't Vote,2012
24,1,0.24,Didn't Vote,-2,4,6,85,30,Democrat,85,30,0,NA,Didn't Vote,2012
65,1,0.051,Didn't Vote,-2,5,2,75,50,Democrat,75,50,0,NA,Didn't Vote,2012
33,1,0.059,Didn't Vote,4,6,2,85,15,Democrat,85,15,0,NA,Didn't Vote,2012
49,2,0.114,Didn't Vote,2,7,1,85,40,Democrat,85,40,0,NA,Didn't Vote,2012
70,2,0.137,Barack Obama,4,7,3,100,0,Democrat,100,0,1,Democrat,Winner,2012
22,2,0.139,Didn't Vote,4,3,5,85,70,Democrat,85,70,0,NA,Didn't Vote,2012
43,1,0.222,Didn't Vote,5,6,4,85,15,Democrat,85,15,0,NA,Didn't Vote,2012
50,1,0.357,Didn't Vote,6,2,6,90,15,Democrat,90,15,0,NA,Didn't Vote,2012
73,2,0.306,NA,2,6,2,100,0,Democrat,100,0,NA,NA,NA,2012
34,2,0.183,NA,-2,2,6,70,50,Democrat,70,50,NA,NA,NA,2012
53,1,0.157,Barack Obama,-2,3,4,70,0,Democrat,70,0,1,Democrat,Winner,2012
53,2,0.17,Didn't Vote,7,4,6,100,50,Democrat,100,50,0,NA,Didn't Vote,2012
53,2,0.1,Didn't Vote,6,1,7,100,50,Democrat,100,50,0,NA,Didn't Vote,2012
68,2,0.11,NA,-2,3,7,100,50,Independent,NA,NA,NA,NA,NA,2012
NA,2,0.148,Barack Obama,5,3,6,100,15,Democrat,100,15,1,Democrat,Winner,2012
73,2,0.062,NA,4,6,3,85,30,Democrat,85,30,NA,NA,NA,2012
30,1,0.158,Didn't Vote,-2,-8,-8,100,60,Democrat,100,60,0,NA,Didn't Vote,2012
46,2,0.075,Barack Obama,5,1,7,100,0,Democrat,100,0,1,Democrat,Winner,2012
30,1,0.344,Didn't Vote,-2,2,6,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
64,2,0.065,Didn't Vote,3,7,2,100,15,Democrat,100,15,0,NA,Didn't Vote,2012
37,2,0.06,Didn't Vote,4,6,2,40,60,Republican,60,40,0,NA,Didn't Vote,2012
46,1,0.071,Barack Obama,3,7,2,60,15,Democrat,60,15,1,Democrat,Winner,2012
42,2,1.905,NA,6,6,2,15,70,Other,NA,NA,NA,NA,NA,2012
33,1,0.456,Didn't Vote,6,7,1,15,85,Republican,85,15,0,NA,Didn't Vote,2012
40,2,2.529,Didn't Vote,-2,3,5,50,100,Independent,NA,NA,0,NA,Didn't Vote,2012
64,2,0.386,Didn't Vote,-2,-8,-8,50,60,NA,NA,NA,0,NA,NA,2012
25,1,2.2,Didn't Vote,5,6,2,30,85,Republican,85,30,0,NA,Didn't Vote,2012
57,2,2.332,Didn't Vote,-2,4,3,70,85,Republican,85,70,0,NA,Didn't Vote,2012
49,1,1.247,Didn't Vote,4,6,2,30,15,Independent,NA,NA,0,NA,Didn't Vote,2012
55,1,0.426,Didn't Vote,5,6,2,50,85,Republican,85,50,0,NA,Didn't Vote,2012
31,2,0.56,Didn't Vote,-2,2,5,60,40,Independent,NA,NA,0,NA,Didn't Vote,2012
49,1,1.091,Didn't Vote,5,7,1,15,0,Independent,NA,NA,0,NA,Didn't Vote,2012
37,1,1.904,Didn't Vote,6,5,4,50,50,Democrat,50,50,0,NA,Didn't Vote,2012
35,1,2.134,Didn't Vote,4,6,2,40,60,Independent,NA,NA,0,NA,Didn't Vote,2012
32,1,1.026,Ron Paul,4,6,2,50,50,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
72,2,1.889,Didn't Vote,5,4,6,70,50,Democrat,70,50,0,NA,Didn't Vote,2012
74,2,1.058,Mitt Romney,6,5,2,50,60,Republican,60,50,1,Republican,Winner,2012
35,1,1.309,Didn't Vote,-2,6,4,50,50,Democrat,50,50,0,NA,Didn't Vote,2012
56,2,0.515,Didn't Vote,4,7,3,95,30,Democrat,95,30,0,NA,Didn't Vote,2012
27,2,0.657,Didn't Vote,-2,-8,-8,85,30,Democrat,85,30,0,NA,Didn't Vote,2012
26,1,0.701,Didn't Vote,4,7,2,60,40,Independent,NA,NA,0,NA,Didn't Vote,2012
22,2,0.991,Didn't Vote,6,7,1,60,70,Republican,70,60,0,NA,Didn't Vote,2012
64,2,1.792,Barack Obama,2,7,3,100,0,Democrat,100,0,1,Democrat,Winner,2012
20,2,0.692,Didn't Vote,2,6,2,85,35,Democrat,85,35,0,NA,Didn't Vote,2012
50,2,1.788,Didn't Vote,4,6,2,15,70,Republican,70,15,0,NA,Didn't Vote,2012
51,2,1.094,Didn't Vote,-2,2,5,0,85,Independent,NA,NA,0,NA,Didn't Vote,2012
33,1,1.125,Didn't Vote,5,7,1,60,60,Independent,NA,NA,0,NA,Didn't Vote,2012
33,1,0.516,Didn't Vote,-2,-8,-8,-8,-8,NA,NA,NA,0,NA,NA,2012
33,1,1.451,Didn't Vote,-2,-8,-8,60,75,Independent,NA,NA,0,NA,Didn't Vote,2012
52,2,0.992,Didn't Vote,-2,-8,4,60,40,Democrat,60,40,0,NA,Didn't Vote,2012
38,2,1.762,Didn't Vote,4,5,5,40,70,Independent,NA,NA,0,NA,Didn't Vote,2012
52,2,0.864,Didn't Vote,1,6,3,50,0,Democrat,50,0,0,NA,Didn't Vote,2012
58,1,0.68,Didn't Vote,5,5,2,40,85,Independent,NA,NA,0,NA,Didn't Vote,2012
21,2,0.826,Didn't Vote,2,6,2,100,30,Democrat,100,30,0,NA,Didn't Vote,2012
28,2,2.248,Didn't Vote,4,5,2,30,40,Independent,NA,NA,0,NA,Didn't Vote,2012
22,2,1.006,Didn't Vote,3,6,3,85,40,Democrat,85,40,0,NA,Didn't Vote,2012
33,2,0.91,Didn't Vote,-2,-8,-8,70,30,Democrat,70,30,0,NA,Didn't Vote,2012
53,2,1.982,Newt Gingrich,7,6,1,0,85,Republican,85,0,1,Republican,Loser,2012
60,2,1.344,Didn't Vote,6,5,5,60,85,Republican,85,60,0,NA,Didn't Vote,2012
34,1,1.27,Didn't Vote,4,6,3,40,60,Republican,60,40,0,NA,Didn't Vote,2012
78,2,1.493,Didn't Vote,-2,4,5,-8,-8,Independent,NA,NA,0,NA,Didn't Vote,2012
58,2,1.211,Didn't Vote,4,7,1,50,50,Republican,50,50,0,NA,Didn't Vote,2012
40,1,1.016,Didn't Vote,-2,4,4,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
56,2,0.611,Didn't Vote,-2,-8,-8,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
53,1,1.992,Didn't Vote,-2,5,4,40,70,Independent,NA,NA,0,NA,Didn't Vote,2012
41,1,1.568,Barack Obama,1,7,2,100,0,Democrat,100,0,1,Democrat,Winner,2012
28,1,1.763,Didn't Vote,6,5,1,0,60,Independent,NA,NA,0,NA,Didn't Vote,2012
67,1,2.284,Mitt Romney,7,5,1,0,50,Independent,NA,NA,1,Republican,Voted in Other Party Primary,2012
58,2,1.643,Mitt Romney,6,6,2,15,85,Other,NA,NA,1,Republican,Voted in Other Party Primary,2012
75,1,2.312,Herman Cain,7,2,1,0,15,Other,NA,NA,1,Republican,Voted in Other Party Primary,2012
50,2,0.962,Didn't Vote,3,7,5,50,50,Independent,NA,NA,0,NA,Didn't Vote,2012
33,2,1.761,Didn't Vote,-2,5,2,50,50,Republican,50,50,0,NA,Didn't Vote,2012
44,2,1.56,Didn't Vote,4,7,2,60,50,Democrat,60,50,0,NA,Didn't Vote,2012
27,1,1.622,Didn't Vote,4,6,2,40,85,Independent,NA,NA,0,NA,Didn't Vote,2012
60,2,0.483,Didn't Vote,4,6,2,50,50,No Preference,NA,NA,0,NA,Didn't Vote,2012
38,2,1.187,Didn't Vote,4,6,3,60,40,Independent,NA,NA,0,NA,Didn't Vote,2012
32,1,1.529,Didn't Vote,4,7,1,30,30,Independent,NA,NA,0,NA,Didn't Vote,2012
44,2,0.823,Didn't Vote,-8,-8,-8,50,50,NA,NA,NA,0,NA,NA,2012
NA,2,0.418,Didn't Vote,5,5,3,40,60,Democrat,40,60,0,NA,Didn't Vote,2012
53,1,0.532,Didn't Vote,-2,5,3,50,50,Democrat,50,50,0,NA,Didn't Vote,2012
39,1,0.588,Ron Paul,3,6,4,60,40,Democrat,60,40,1,Republican,Voted in Other Party Primary,2012
20,2,0.632,Didn't Vote,4,6,2,-2,-2,Independent,NA,NA,0,NA,Didn't Vote,2012
35,2,0.289,Didn't Vote,-2,4,3,50,52,Independent,NA,NA,0,NA,Didn't Vote,2012
34,2,0.304,Didn't Vote,6,3,5,60,50,Democrat,60,50,0,NA,Didn't Vote,2012
36,1,0.37,Didn't Vote,5,3,6,100,30,Democrat,100,30,0,NA,Didn't Vote,2012
34,1,0.15,Didn't Vote,3,6,3,70,30,Democrat,70,30,0,NA,Didn't Vote,2012
48,2,0.625,Barack Obama,4,2,6,70,15,Democrat,70,15,1,Democrat,Winner,2012
23,1,0.286,Didn't Vote,6,7,3,100,60,Democrat,100,60,0,NA,Didn't Vote,2012
67,2,0.584,Didn't Vote,-2,2,6,70,15,Democrat,70,15,0,NA,Didn't Vote,2012
55,2,0.096,Didn't Vote,-2,1,7,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
22,2,0.173,Didn't Vote,4,1,7,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
25,1,0.133,Didn't Vote,-2,-8,-8,85,50,Democrat,85,50,0,NA,Didn't Vote,2012
54,2,0.554,Barack Obama,-2,1,5,70,0,Democrat,70,0,1,Democrat,Winner,2012
31,2,0.309,Didn't Vote,-2,2,6,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
23,2,0.358,Didn't Vote,-2,3,4,85,50,Democrat,85,50,0,NA,Didn't Vote,2012
37,2,0.33,Barack Obama,3,6,2,85,60,Democrat,85,60,1,Democrat,Winner,2012
39,2,0.449,Didn't Vote,4,7,4,85,0,Democrat,85,0,0,NA,Didn't Vote,2012
25,2,0.376,Didn't Vote,3,7,3,85,30,Democrat,85,30,0,NA,Didn't Vote,2012
36,1,0.455,Didn't Vote,-2,2,4,100,40,Democrat,100,40,0,NA,Didn't Vote,2012
31,2,0.249,Didn't Vote,-2,6,2,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
50,2,0.22,Barack Obama,-2,1,5,100,15,Democrat,100,15,1,Democrat,Winner,2012
52,2,0.141,Barack Obama,-2,5,4,70,30,Democrat,70,30,1,Democrat,Winner,2012
42,2,0.218,Barack Obama,-2,7,2,100,0,Democrat,100,0,1,Democrat,Winner,2012
27,2,0.271,Barack Obama,4,6,2,70,60,Democrat,70,60,1,Democrat,Winner,2012
36,2,0.193,Didn't Vote,2,7,1,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
45,2,0.473,Barack Obama,3,4,5,90,30,Democrat,90,30,1,Democrat,Winner,2012
39,2,0.193,Didn't Vote,-2,7,3,85,15,Democrat,85,15,0,NA,Didn't Vote,2012
47,2,0.203,Barack Obama,2,7,2,85,30,Democrat,85,30,1,Democrat,Winner,2012
51,2,0.389,Barack Obama,-2,7,4,85,0,Democrat,85,0,1,Democrat,Winner,2012
47,2,0.178,Didn't Vote,2,7,1,15,15,Democrat,15,15,0,NA,Didn't Vote,2012
42,2,0.412,Mitt Romney,5,6,1,30,85,Republican,85,30,1,Republican,Winner,2012
17,1,0.396,Didn't Vote,2,7,1,85,30,Democrat,85,30,0,NA,Didn't Vote,2012
53,2,0.172,Didn't Vote,-2,7,2,60,30,Democrat,60,30,0,NA,Didn't Vote,2012
47,1,0.227,Barack Obama,-2,5,5,60,50,Democrat,60,50,1,Democrat,Winner,2012
37,2,0.2,Didn't Vote,4,-8,-8,100,0,Democrat,100,0,0,NA,Didn't Vote,2012
44,2,0.605,Barack Obama,3,6,2,60,15,Independent,NA,NA,1,Democrat,Voted in Other Party Primary,2012
39,2,0.132,Barack Obama,-2,6,2,70,30,Democrat,70,30,1,Democrat,Winner,2012
27,1,0.489,Didn't Vote,-8,2,5,70,40,Democrat,70,40,0,NA,Didn't Vote,2012
54,2,0.233,Barack Obama,4,1,7,100,0,Democrat,100,0,1,Democrat,Winner,2012
29,1,1.32,Didn't Vote,2,6,3,70,30,Independent,NA,NA,0,NA,Didn't Vote,2012
83,2,0.146,Didn't Vote,4,2,6,85,0,Democrat,85,0,0,NA,Didn't Vote,2012
21,1,0.284,Didn't Vote,-2,7,5,60,50,Democrat,60,50,0,NA,Didn't Vote,2012
35,1,1.574,Didn't Vote,5,3,3,85,70,Independent,NA,NA,0,NA,Didn't Vote,2012
